STORE_NAME,longitude,latitude,ADDRESS,ADDRESS2,CITY,STATE,ZIP5,zip4,County,
"Ready Mart 3",-79.803299,35.821712,"334 N Main St","","Randleman","NC","27317","1614","RANDOLPH" 
"Ingco Express",-81.101028,35.22327,"2741 Lowell Bethesda Rd","","Gastonia","NC","28056","8621","GASTON" 
"Korner Store",-76.517044,34.725285,"1135 Marshallberg Rd","","Marshallberg","NC","28553","9723","CARTERET" 
"Quick Shop",-80.886215,35.785774,"108 N Tradd St","","Statesville","NC","28677","5240","IREDELL" 
"Rhodesdale Farm",-81.387222,35.238224,"1811 Shelby Rd","","Kings Mountain","NC","28086","8900","CLEVELAND" 
"Pine Ridge General Store",-80.430801,35.631756,"3510 Stokes Ferry Rd","","Salisbury","NC","28146","2216","ROWAN" 
"Harris Teeter 353",-78.519295,36.008858,"13686 Capital Blvd","","Wake Forest","NC","27587","6607","WAKE" 
"Mountain Stop",-81.253601,35.24976,"308 Archie Whitesides Rd","","Gastonia","NC","28052","9163","GASTON" 
"GIOVANNI BAKERY",-78.07795,35.185535,"740 S Breazeale Ave","","Mount Olive","NC","28365","2627","WAYNE" 
"Key Food Mart",-79.060593,35.912395,"325 W Rosemary St","","Chapel Hill","NC","27516","2514","ORANGE" 
"Omni Mart 33",-81.207726,35.257248,"401 Linwood Rd","","Gastonia","NC","28052","3722","GASTON" 
"Azteca Market",-78.296768,35.52821,"117 Meghan Cir","","Selma","NC","27576","3166","JOHNSTON" 
"Speedway 6936",-80.258759,36.124943,"2700 University Pkwy","","Winston Salem","NC","27105","4224","FORSYTH" 
"Speedway 6927",-80.277199,36.169434,"5434 University Pkwy","","Winston Salem","NC","27105","1366","FORSYTH" 
"Speedway 6983",-78.642014,35.79248,"850 Capital Blvd","","Raleigh","NC","27603","1108","WAKE" 
"Speedway 6986",-78.691383,35.784496,"3912 Western Blvd","","Raleigh","NC","27606","1937","WAKE" 
"Dollar Tree 4309",-79.174217,35.010643,"3000 Club Pond Rd","","Raeford","NC","28376","","HOKE" 
"LA LATINA TIENDA MEXICANA",-79.822166,35.653942,"3707 US Highway 220 Bus S","","Asheboro","NC","27205","0830","RANDOLPH" 
"Will's Food Store 6",-81.0783,35.306801,"4010 Hickory Grove Rd","","Mount Holly","NC","28120","9619","GASTON" 
"Dudley Food Mart",-78.012589,35.296787,"104 Fox Dr","","Dudley","NC","28333","9421","WAYNE" 
"Farm And Garden Center",-79.121704,36.14188,"3517 NC Highway 86 N","","Hillsborough","NC","27278","9125","ORANGE" 
"Malpass Corner",-78.057335,34.501144,"5235 Malpass Corner Rd","","Currie","NC","28435","9455","PENDER" 
"Allensville Convenience Mart",-78.903107,36.393494,"4991 Allensville Rd","","Roxboro","NC","27574","7265","PERSON" 
"Best Quality Food Mart",-78.037621,35.288464,"3885 US 117 Alt","","Dudley","NC","28333","7235","WAYNE" 
"Circle K Store 8379",-81.042229,35.26395,"101 Mount Holly Rd","","Belmont","NC","28012","","GASTON" 
"Dollar General 12685",-81.59967,35.865166,"2964 Morganton Rd","","Lenoir","NC","28645","","CALDWELL" 
"Community Stop 2",-79.348206,34.735371,"150 Martin Luther King Dr","","Maxton","NC","28364","","ROBESON" 
"Yogi Cash & Carry",-80.860428,35.555206,"871A Williamson Rd","","Mooresville","NC","28117","8597","IREDELL" 
"Carolina Super Mart",-79.799194,36.047249,"2004C Randleman Rd","","Greensboro","NC","27406","2817","GUILFORD" 
"Stop N Go 3",-82.511642,35.460613,"4012 Sweeten Creek Rd","","Arden","NC","28704","3320","BUNCOMBE" 
"Snow Camp Raygo Mart RM02",-79.429817,35.89333,"8007 Snow Camp Rd","","Snow Camp","NC","27349","9702","ALAMANCE" 
"Country Tobacco Oasis",-79.209732,34.718609,"2765 Prospect Rd","","Pembroke","NC","28372","9422","ROBESON" 
"Kalees 74 Supermarket",-79.182732,34.638424,"5359 Hwy 74 West","","Rowland","NC","28383","","ROBESON" 
"Dollar Tree 4609",-80.8573,35.347378,"9717 Northlake Centre Pkwy","Ste F","Charlotte","NC","28216","8936","MECKLENBURG" 
"LOS DOS HERMANOS",-80.802139,35.259556,"409 W Craighead Rd","","Charlotte","NC","28206","3750","MECKLENBURG" 
"Quick Shop",-81.564957,35.275787,"835 Charles Rd","","Shelby","NC","28152","6319","CLEVELAND" 
"A & J Produce and Country Store",-81.261917,36.147644,"5577 W US Highway 421","","Wilkesboro","NC","28697","7902","WILKES" 
"Jason Mart",-81.523033,35.914661,"162 Wilkesboro Blvd SE","","Lenoir","NC","28645","4438","CALDWELL" 
"Family Dollar Store 8627",-80.608238,35.442043,"1560 Concord Pkwy N","","Concord","NC","28025","8047","CABARRUS" 
"Whole Foods Market 10338",-78.650917,35.898525,"8710 Six Forks Rd","","Raleigh","NC","27615","2967","WAKE" 
"Dollar General 12456",-79.966515,36.412632,"115 N 2nd Ave","","Mayodan","NC","27027","2406","ROCKINGHAM" 
"Speedway 7900",-79.418938,35.149242,"1206 N Sandhills Blvd","","Aberdeen","NC","28315","2210","MOORE" 
"Speedway 7903",-79.230286,34.984264,"422 Aberdeen Rd","","Raeford","NC","28376","6061","HOKE" 
"Speedway 8180",-79.470337,34.759781,"1425 S Main St","","Laurinburg","NC","28352","5033","SCOTLAND" 
"Speedway 8181",-77.389168,34.774513,"454 Western Blvd","","Jacksonville","NC","28546","6818","ONSLOW" 
"Speedway 8664",-79.479607,34.775043,"1205 W Church St","","Laurinburg","NC","28352","3418","SCOTLAND" 
"Speedway 8666",-79.027809,34.624886,"1703 W 5th St","","Lumberton","NC","28358","5447","ROBESON" 
"Speedway 8673",-79.471542,35.161865,"1760 US Highway 5","","Aberdeen","NC","28315","","MOORE" 
"Speedway 8674",-79.701981,34.893845,"728 W Hamlet Ave","","Hamlet","NC","28345","2506","RICHMOND" 
"Speedway 8677",-79.393211,35.343746,"3778 Highway 15-501","","Carthage","NC","28327","","MOORE" 
"Speedway 6960",-78.326637,35.505466,"1669 E Market St","","Smithfield","NC","27577","5071","JOHNSTON" 
"Speedway 6985",-78.561127,35.608822,"5170 NC Highway 42 W","","Garner","NC","27529","8417","WAKE" 
"Speedway 7901",-78.321884,35.516785,"1016 N Brightleaf Blvd","","Smithfield","NC","27577","4227","JOHNSTON" 
"Speedway 7948",-78.561409,35.608521,"5179 NC Highway 42 W","","Garner","NC","27529","8418","WAKE" 
"Speedway 8206",-78.363205,35.485481,"2103 S Brightleaf Blvd","","Smithfield","NC","27577","8344","JOHNSTON" 
"Speedway 8299",-78.439461,35.639542,"291 NC Highway 42 E","","Clayton","NC","27527","5297","JOHNSTON" 
"Speedway 8678",-78.417809,35.614086,"8060 US 70 Bus Hwy W","","Clayton","NC","27520","9462","JOHNSTON" 
"Speedway 8682",-78.423141,35.446362,"6127 US 301 S","","Four Oaks","NC","27524","","JOHNSTON" 
"Speedway 6959",-78.519913,35.675625,"2808 US Highway 70 W","","Clayton","NC","27520","","JOHNSTON" 
"Speedway 6961",-78.586136,35.721085,"4541 Jones Sausage Rd","","Garner","NC","27529","9499","WAKE" 
"Speedway 6962",-78.580467,35.725685,"4020 Jones Sausage Rd","","Garner","NC","27529","9428","WAKE" 
"Speedway 6984",-78.573601,35.607922,"1470 Highway 70W","","Garner","NC","27529","","WAKE" 
"Speedway 6987",-78.649055,35.748161,"2604 S Saunders St","","Raleigh","NC","27603","2840","WAKE" 
"Speedway 6988",-78.475288,35.655025,"11693 US 70 Business Hwy W","","Clayton","NC","27520","2266","JOHNSTON" 
"Speedway 6926",-80.227585,36.068825,"546 E Sprague St","","Winston Salem","NC","27107","3242","FORSYTH" 
"Speedway 6929",-80.333542,36.166119,"4019 Reynolda Rd","","Winston Salem","NC","27106","1744","FORSYTH" 
"Speedway 6935",-80.278702,36.196915,"6205 University Pkwy","","Winston Salem","NC","27105","9690","FORSYTH" 
"Food Lion 2186",-78.984665,35.016682,"1738 Bingham Dr","","Fayetteville","NC","28304","4704","CUMBERLAND" 
"Stop and Go 6",-82.494293,35.485645,"400 Mills Gap Rd","","Arden","NC","28704","8564","BUNCOMBE" 
"High House Food Mart",-78.799187,35.78429,"832 Old Apex Rd","","Cary","NC","27513","4235","WAKE" 
"La Michoacana",-81.028908,35.267555,"510 Beaty Rd","","Belmont","NC","28012","2647","GASTON" 
"Greens Market",-81.347939,35.7309,"604 1st Ave SW","","Hickory","NC","28602","2610","CATAWBA" 
"Mercy Grocery",-79.320541,35.362076,"1487 US Highway 15-501","","Carthage","NC","28327","","MOORE" 
"Quality Mart",-80.220634,36.189816,"5094 Baux Mountain Rd","","Winston Salem","NC","27105","1506","FORSYTH" 
"Family Dollar Store 5254",-79.006874,35.014923,"6511 Fisher Rd","","Fayetteville","NC","28304","5693","CUMBERLAND" 
"Speedway 6973",-78.517311,36.013115,"13960 Capital Blvd","","Wake Forest","NC","27587","6613","WAKE" 
"Speedway 6975",-78.577736,35.801231,"1741 Trawick Rd","","Raleigh","NC","27604","3836","WAKE" 
"Speedway 6982",-78.54084,35.875671,"7413 Louisburg Rd","","Raleigh","NC","27616","6454","WAKE" 
"Speedway 6989",-78.68618,35.941738,"10920 Creedmoor Rd","","Raleigh","NC","27615","1135","WAKE" 
"Speedway 8218",-78.297005,36.095421,"112 S Bickett Blvd","","Louisburg","NC","27549","2671","FRANKLIN" 
"Speedway 8292",-78.466187,36.101704,"3458 US Highway 1","","Franklinton","NC","27525","","FRANKLIN" 
"Speedway 8679",-78.250839,35.958195,"425 Main St","","Bunn","NC","27508","7275","FRANKLIN" 
"Speedway 6956",-79.272736,36.072796,"1105 Mebane Oaks Rd","","Mebane","NC","27302","9781","ALAMANCE" 
"Speedway 6971",-78.87941,36.00367,"803 E Geer St","","Durham","NC","27704","5018","DURHAM" 
"Speedway 6972",-78.841331,35.955963,"1400 S Miami Blvd","","Durham","NC","27703","5624","DURHAM" 
"Speedway 6974",-79.058403,35.946171,"1213 Martin Luther King Jr Blvd","","Chapel Hill","NC","27514","6604","ORANGE" 
"Speedway 7915",-78.152512,36.39801,"301 E Macon St","","Warrenton","NC","27589","2021","WARREN" 
"Speedway 8216",-78.411102,36.321877,"929 S Garnett St","","Henderson","NC","27536","4514","VANCE" 
"Speedway 8228",-78.722786,36.145405,"1545 NC Highway 56","","Creedmoor","NC","27522","8296","GRANVILLE" 
"Speedway 8281",-78.582909,36.299809,"821 Linden Ave","","Oxford","NC","27565","3655","GRANVILLE" 
"Speedway 8669",-78.394165,36.342934,"1640 N Garnett St","","Henderson","NC","27536","2717","VANCE" 
"Speedway 8676",-78.201981,36.444714,"115 US Highway 1 S","","Norlina","NC","27563","9409","WARREN" 
"Speedway 7906",-77.97583,34.740093,"5706 Highway 41","","Wallace","NC","28466","3057","DUPLIN" 
"Speedway 7941",-77.486732,34.762524,"3462 Richlands Hwy","","Jacksonville","NC","28540","3057","ONSLOW" 
"Speedway 7952",-77.554207,34.902767,"8801 Richlands Hwy","","Richlands","NC","28574","7353","ONSLOW" 
"Speedway 8226",-77.41996,34.749104,"830 New Bridge St","","Jacksonville","NC","28540","5437","ONSLOW" 
"Speedway 8227",-77.961082,34.962299,"204 N Main St","","Kenansville","NC","28349","","DUPLIN" 
"Speedway 8272",-77.773727,34.923561,"114 S Jackson St","","Beulaville","NC","28518","","DUPLIN" 
"Speedway 8289",-77.483604,34.746407,"1495 Burgaw Hwy","","Jacksonville","NC","28540","3249","ONSLOW" 
"Speedway 8290",-78.022751,34.827473,"206 N Sycamore St","","Rose Hill","NC","28458","8880","DUPLIN" 
"Walgreens 12895",-78.624496,35.315136,"1501 W Cumberland St","","Dunn","NC","28334","4505","HARNETT" 
"A & J Produce 1",-81.187515,36.161457,"995 Curtis Bridge Rd","","North Wilkesboro","NC","28659","8955","WILKES" 
"Little River Produce",-79.994942,36.087749,"2914 Sandy Ridge Rd","78","Colfax","NC","27235","","GUILFORD" 
"CVS PHARMACY 8935",-78.54837,35.725304,"6216 Battle Bridge Rd","","Raleigh","NC","27610","6202","WAKE" 
"La Potosina Yanez",-77.19072,35.562923,"7602 Pitt St","","Grimesland","NC","27837","9567","PITT" 
"Belfast Fuel Mart",-77.981285,35.434242,"3180 US Highway 117 N","","Goldsboro","NC","27530","8832","WAYNE" 
"Mill Road Grocery",-79.750069,34.91132,"500 Mill Rd","","Rockingham","NC","28379","4239","RICHMOND" 
"Cubbard Express 6",-81.329895,35.771099,"7571 NC Highway 127","","Hickory","NC","28601","8450","CATAWBA" 
"Cubbard Express 8",-81.375763,35.627174,"5340 S NC 127 Hwy","","Hickory","NC","28602","9310","CATAWBA" 
"Dollar General 12807",-78.925552,35.088646,"1515 Pamalee Dr","","Fayetteville","NC","28303","4058","CUMBERLAND" 
"Dollar General 12691",-81.985764,35.641201,"4229 US 221 S","","Marion","NC","28752","7018","MCDOWELL" 
"Dollar General 12752",-81.175949,35.250923,"911 Union Rd","","Gastonia","NC","28054","5417","GASTON" 
"Cubbard Express 4",-81.229309,35.681164,"1969 N West Blvd","","Newton","NC","28658","","CATAWBA" 
"Old Fort One Stop",-82.181168,35.624615,"356 S Catawba Ave","","Old Fort","NC","28762","6303","MCDOWELL" 
"Harris Teeter 135",-77.603928,34.450687,"203 Alston Blvd","","Hampstead","NC","28443","","PENDER" 
"Speedway 7945",-77.139275,34.697506,"809 W Corbett Ave","","Swansboro","NC","28584","8455","ONSLOW" 
"Speedway 7946",-76.991745,34.711666,"4275 Highway 24","","Newport","NC","28570","5521","CARTERET" 
"Speedway 7953",-77.056465,34.661007,"9027 Crew Dr","","Emerald Isle","NC","28594","1940","CARTERET" 
"Speedway 8182",-77.437988,34.799515,"6995 Western Blvd","","Jacksonville","NC","28546","6658","ONSLOW" 
"Speedway 8246",-76.9021,34.872196,"334 E Main St","","Havelock","NC","28532","2214","CRAVEN" 
"Speedway 8268",-76.875725,34.787369,"6999 US Highway 70 E","","Newport","NC","28570","3729","CARTERET" 
"Speedway 8271",-76.637962,34.731731,"1800 Live Oak St","","Beaufort","NC","28516","7905","CARTERET" 
"Speedway 8184",-77.813972,34.277981,"7413 Market St","","Wilmington","NC","28411","9454","NEW HANOVER" 
"Speedway 8185",-77.850395,34.208946,"5701 Oleander Dr","","Wilmington","NC","28403","4713","NEW HANOVER" 
"Speedway 8186",-77.831741,34.263687,"6769 Gordon Rd","","Wilmington","NC","28411","8465","NEW HANOVER" 
"Speedway 8187",-77.713333,34.365093,"14477 US Highway 17 N","","Hampstead","NC","28443","3524","PENDER" 
"Speedway 8188",-77.900475,34.111687,"6234 Carolina Beach Rd","","Wilmington","NC","28412","2816","NEW HANOVER" 
"Speedway 8189",-77.879662,34.43996,"8221 US Highway 117 S","","Rocky Point","NC","28457","8417","PENDER" 
"Speedway 8657",-77.433479,34.549503,"1974 NC Highway 172","","Sneads Ferry","NC","28460","9611","ONSLOW" 
"Speedway 8659",-77.549835,34.498676,"400 US Highway 17 N","","Holly Ridge","NC","28445","7830","ONSLOW" 
"Speedway 7908",-76.707123,34.720989,"400 Arendell St","","Morehead City","NC","28557","4231","CARTERET" 
"Indian Food & Spices",-78.966347,35.010506,"2417 Hope Mills Rd","Ste 104","Fayetteville","NC","28304","4204","CUMBERLAND" 
"Healthy Harvest Produce",-82.629463,35.563202,"167 Smokey Park Hwy","","Asheville","NC","28806","1138","BUNCOMBE" 
"Save-a-Lot",-80.90052,35.797497,"805 N Center St","","Statesville","NC","28677","3222","IREDELL" 
"Lucky 7 Truck Stop",-78.717865,35.15984,"6568 Wade Stedman Rd","","Wade","NC","28395","9004","CUMBERLAND" 
"Starmount Mart",-78.586624,35.825123,"3320 Capital Blvd","","Raleigh","NC","27604","3340","WAKE" 
"Paradise Family Grocery",-76.337563,36.436581,"711 Main St","","South Mills","NC","27976","9756","CAMDEN" 
"Cruizers 23",-78.910019,36.077354,"100 Latta Rd","","Durham","NC","27712","2724","DURHAM" 
"Market Basket 21",-81.426155,35.812565,"538 Dudley Shoals Rd","","Granite Falls","NC","28630","8443","CALDWELL" 
"Market Basket 22",-81.358269,35.76326,"502 Burke St","","Hickory","NC","28601","7245","CATAWBA" 
"Market Basket 23",-81.427544,35.793709,"91 S Main St","","Granite Falls","NC","28630","1911","CALDWELL" 
"Market Basket 24",-81.501526,35.829628,"1494 Cajah Mountain Rd","","Hudson","NC","28638","8925","CALDWELL" 
"Market Basket 25",-81.361168,35.792915,"4940 Grace Chapel Rd","","Granite Falls","NC","28630","9506","CALDWELL" 
"Circle K 272931",-78.12999,35.593594,"402 S Church St","","Kenly","NC","27542","5002","JOHNSTON" 
"Circle K 272939",-77.946075,35.690281,"2928 US Highway 301 S","","Wilson","NC","27893","6858","WILSON" 
"Circle K 2723010",-78.911804,35.1497,"1571 McArthur Rd","","Fayetteville","NC","28311","1003","CUMBERLAND" 
"Circle K 2723040",-78.989914,35.199684,"2075 N Bragg Blvd","","Spring Lake","NC","28390","9588","CUMBERLAND" 
"Circle K 2723843",-79.119965,35.423328,"4470 NC Highway 87 S","","Sanford","NC","27332","0211","LEE" 
"Nichols Food Store 4",-81.05883,35.279045,"1813 Hickory Grove Rd","","Gastonia","NC","28056","9428","GASTON" 
"Circle K 2723998",-79.068604,35.275002,"2531 NC Highway 87 S","","Cameron","NC","28326","7691","HARNETT" 
"Circle K 2723999",-78.492226,33.917053,"927 Seaside Rd SW","","Ocean Isle Beach","NC","28469","6156","BRUNSWICK" 
"Save A Lot 42",-79.400726,36.094139,"2139 N Church St","","Burlington","NC","27217","3003","ALAMANCE" 
"Circle K 2723970",-81.33194,35.243263,"225 Cleveland Ave","","Kings Mountain","NC","28086","3105","CLEVELAND" 
"MR. TOBACCO OF WILMINGTON",-77.939873,34.201046,"2158 Carolina Beach Rd","","Wilmington","NC","28401","7236","NEW HANOVER" 
"Love's Travel Stop 412",-78.556892,35.341061,"3948 Hodges Chapel Rd","","Dunn","NC","28334","8681","HARNETT" 
"Wills Food Store 1",-81.034546,35.309204,"1002 W Charlotte Ave","","Mount Holly","NC","28120","1210","GASTON" 
"Los Portales Store",-79.737602,36.491711,"698 S Linden Dr","Ste 105","Eden","NC","27288","5339","ROCKINGHAM" 
"CVS PHARMACY 3319",-80.86618,35.094769,"9915 Park Cedar Dr","","Charlotte","NC","28210","8905","MECKLENBURG" 
"CVS PHARMACY 3563",-81.336571,35.752808,"1504 2nd St NE","","Hickory","NC","28601","2551","CATAWBA" 
"CVS PHARMACY 3808",-81.295288,35.743519,"2225 12th Ave NE","","Hickory","NC","28601","3188","CATAWBA" 
"On the Road",-80.553551,34.988102,"812 N Charlotte Ave","","Monroe","NC","28110","2507","UNION" 
"Speedway 7913",-82.628639,35.56385,"158 Smokey Park Hwy","","Asheville","NC","28806","1139","BUNCOMBE" 
"Speedway 7914",-82.535271,35.548878,"648 Hendersonville Rd","","Asheville","NC","28803","2849","BUNCOMBE" 
"Speedway 7916",-82.453514,35.306614,"707 Spartanburg Hwy","","Hendersonville","NC","28792","5764","HENDERSON" 
"Speedway 7917",-81.876839,35.339748,"523 W Main St","","Forest City","NC","28043","2922","RUTHERFORD" 
"Speedway 7910",-81.490105,36.404327,"326 E 2nd St","","West Jefferson","NC","28694","8905","ASHE" 
"Speedway 7920",-81.669106,36.141102,"7206 Valley Blvd","","Blowing Rock","NC","28605","8249","WATAUGA" 
"Speedway 7921",-81.698433,36.206573,"2702 Highway 105","","Boone","NC","28607","9498","WATAUGA" 
"Speedway 7922",-81.656448,36.219349,"159 Old E King St","","Boone","NC","28607","4341","WATAUGA" 
"Speedway 7923",-81.666016,36.203552,"1256 Blowing Rock Rd","","Boone","NC","28607","6137","WATAUGA" 
"Speedway 7924",-81.658875,36.219139,"1033 E King St","","Boone","NC","28607","4325","WATAUGA" 
"Speedway 7925",-81.797173,36.145824,"10656 NC Highway 105 S","","Banner Elk","NC","28604","8656","AVERY" 
"Speedway 7972",-81.515953,35.916752,"502 Wilkesboro Blvd SE","","Lenoir","NC","28645","4637","CALDWELL" 
"Speedway 7911",-80.994728,35.484806,"1523 N Highway 16","","Denver","NC","28037","8639","LINCOLN" 
"Speedway 7955",-81.230301,35.675674,"1305 Northwest Blvd","","Newton","NC","28658","3845","CATAWBA" 
"Speedway 7970",-80.87571,35.809296,"122 Turnersburg Hwy","","Statesville","NC","28625","2890","IREDELL" 
"Speedway 7973",-80.516502,35.634762,"3410 S Main St","","Salisbury","NC","28147","7908","ROWAN" 
"Speedway 7978",-80.83448,35.588684,"152 E Plaza Dr","","Mooresville","NC","28115","8042","IREDELL" 
"Speedway 7979",-80.870392,35.595245,"571 River Hwy","","Mooresville","NC","28117","6829","IREDELL" 
"Speedway 7982",-80.499359,35.666451,"827 W Jake Alexander Blvd","","Salisbury","NC","28147","","ROWAN" 
"Speedway 7984",-80.608948,35.461895,"2401 S Cannon Blvd","","Kannapolis","NC","28083","6909","CABARRUS" 
"Speedway 7985",-80.610184,35.530182,"2803 N Cannon Blvd","","Kannapolis","NC","28083","9124","CABARRUS" 
"Speedway 7986",-80.465324,35.663471,"500 E Innes St","","Salisbury","NC","28144","5112","ROWAN" 
"Dollar Tree 1147",-77.97142,34.740948,"5620 NC Highway 41","Unit 400","Wallace","NC","28466","","DUPLIN" 
"Cedar Creek Fish Farm",-78.808464,34.859379,"7270 Matt Hair Rd","","Fayetteville","NC","28312","7876","CUMBERLAND" 
"Jeffreys Grocery",-78.276108,35.995899,"3887 Nc 39 Hwy S","","Louisburg","NC","27549","8676","FRANKLIN" 
"Beaver's General Store",-80.804955,35.806862,"646 Mocksville Hwy","","Statesville","NC","28625","8278","IREDELL" 
"Food Lion 2188",-79.042847,35.310829,"1655 Buffalo Lake Rd","","Sanford","NC","27332","","LEE" 
"Food Lion 2187",-79.008118,34.978596,"5555 Waldos Beach Rd","","Fayetteville","NC","28306","","CUMBERLAND" 
"WHISTLE STOP",-81.173241,35.683903,"2469 Emmanuel Church Rd","","Conover","NC","28613","9133","CATAWBA" 
"The Right Stop",-77.288551,36.268608,"600 S. Main St","","Rich Square","NC","27869","","NORTHAMPTON" 
"Ma Barker",-79.146973,36.498146,"5087 NC Highway 57 N","","Semora","NC","27343","9472","PERSON" 
"CVS 1218",-80.136505,36.16563,"5210 Reidsville Rd","","Walkertown","NC","27051","9405","FORSYTH" 
"Andys Food Mart",-80.230705,36.262783,"3514 N Hwy 8","","Germanton","NC","27019","","STOKES" 
"CVS PHARMACY 7361",-75.655594,36.004807,"1101 S Croatan Hwy","","Kill Devil Hills","NC","27948","8708","DARE" 
"Speedway 7975",-80.627823,35.223145,"13354 Albemarle Rd","","Charlotte","NC","28227","6925","MECKLENBURG" 
"Speedway 7977",-81.199493,35.225254,"2907 York Rd","","Gastonia","NC","28052","","GASTON" 
"Speedway 7989",-80.73082,35.324551,"10207 N Tryon St","","Charlotte","NC","28262","2412","MECKLENBURG" 
"Speedway 7990",-80.701698,35.313778,"10925 University City Blvd","","Charlotte","NC","28213","9298","MECKLENBURG" 
"Speedway 7991",-81.224579,35.259647,"2500 W Franklin Blvd","","Gastonia","NC","28052","1250","GASTON" 
"Speedway 7992",-81.116959,35.257969,"3590 E Franklin Blvd","","Gastonia","NC","28056","6297","GASTON" 
"Speedway 7997",-80.373077,34.985764,"308 W Marshville Blvd","","Marshville","NC","28103","1139","UNION" 
"Speedway 7998",-80.0616,34.966106,"1006 E Caswell St","","Wadesboro","NC","28170","2374","ANSON" 
"Speedway 6957",-79.428726,36.079678,"1407 Maple Ave","","Burlington","NC","27215","6839","ALAMANCE" 
"Speedway 6958",-79.429893,36.088188,"653 E Webb Ave","","Burlington","NC","27217","5969","ALAMANCE" 
"Speedway 7933",-79.870132,36.060226,"3610 W Wendover Ave","","Greensboro","NC","27407","1521","GUILFORD" 
"Speedway 7935",-79.830124,36.119705,"3800 Lawndale Dr","","Greensboro","NC","27455","1606","GUILFORD" 
"Speedway 7938",-79.831787,36.112022,"2834 Battleground Ave","","Greensboro","NC","27408","2704","GUILFORD" 
"Speedway 7939",-79.902313,36.076347,"5916 W Market St","","Greensboro","NC","27409","2136","GUILFORD" 
"Speedway 7940",-79.887993,36.089695,"5729 W Friendly Ave","","Greensboro","NC","27410","4112","GUILFORD" 
"Speedway 7961",-81.431587,35.810822,"3950 Hickory Blvd","","Granite Falls","NC","28630","8373","CALDWELL" 
"Speedway 7962",-81.65786,35.723526,"2205 S Sterling St","","Morganton","NC","28655","4044","BURKE" 
"Speedway 7963",-81.286102,35.752445,"2418 Springs Rd NE","","Hickory","NC","28601","3068","CATAWBA" 
"Speedway 7964",-81.709137,35.735306,"900 W Union St","","Morganton","NC","28655","4230","BURKE" 
"Speedway 7965",-81.365303,35.73407,"140 US Highway 321 NW","","Hickory","NC","28601","5831","CATAWBA" 
"Speedway 7966",-81.372849,35.685284,"3131 Highway 127 S","","Hickory","NC","28602","","CATAWBA" 
"Speedway 7967",-81.307396,35.707558,"1835 US Highway 70 SE","","Hickory","NC","28602","5157","CATAWBA" 
"Speedway 7968",-81.310051,35.791382,"4431 N Center St","","Hickory","NC","28601","8024","CATAWBA" 
"Speedway 7969",-81.362534,35.722336,"1269 US Highway 70 SW","","Hickory","NC","28602","4927","CATAWBA" 
"Speedway 7999",-79.754478,34.924793,"1114A E Broad Ave","","Rockingham","NC","28379","4342","RICHMOND" 
"Circle K 2723027",-78.970413,35.058983,"2001 Skibo Rd","","Fayetteville","NC","28314","2200","CUMBERLAND" 
"Lighthouse Food Mart 109",-78.285995,35.534298,"301 S Pollock St","","Selma","NC","27576","3025","JOHNSTON" 
"Hilliardston Grocery",-77.945427,36.099918,"1060 W Hilliardson Rd","","Nashville","NC","27856","8056","NASH" 
"Sarait",-80.50901,36.216568,"218 W Main St","","East Bend","NC","27018","7967","YADKIN" 
"Circle K 272915",-77.900032,34.354347,"5717 Castle Hayne Rd","","Castle Hayne","NC","28429","5121","NEW HANOVER" 
"Circle K 2723135",-78.070663,33.902882,"100 Yaupon Dr","","Oak Island","NC","28465","8103","BRUNSWICK" 
"Circle K 2723143",-78.372215,33.982258,"4525 Main St","","Shallotte","NC","28470","4447","BRUNSWICK" 
"Circle K 2723151",-77.835152,34.265297,"6648 Gordon Rd","","Wilmington","NC","28411","8462","NEW HANOVER" 
"Circle K 2723481",-78.963913,35.059338,"5336 Cliffdale Rd","","Fayetteville","NC","28314","2346","CUMBERLAND" 
"Circle K 2723487",-78.274338,34.016926,"16 Ocean Hwy W","","Supply","NC","28462","4064","BRUNSWICK" 
"Speedway 7942",-79.81163,35.71431,"534 N Fayetteville St","","Asheboro","NC","27203","4732","RANDOLPH" 
"Speedway 7943",-79.820557,35.687923,"509 W Dixie Dr","","Asheboro","NC","27205","6735","RANDOLPH" 
"Speedway 7974",-80.501778,35.251427,"4350 Highway 27 & 601","","Midland","NC","27107","","FORSYTH" 
"Speedway 7987",-80.61161,35.409489,"475 Concord Pkwy N","","Concord","NC","28027","6736","CABARRUS" 
"Speedway 7988",-80.583481,35.383022,"541 Warren Coleman Blvd","","Concord","NC","28025","5885","CABARRUS" 
"Speedway 7993",-80.193237,35.382469,"1702 N First St","","Albemarle","NC","28001","","STANLY" 
"Speedway 7994",-80.108284,35.102722,"2325 Highway 52 N","","Ansonville","NC","28007","9798","ANSON" 
"Speedway 7995",-80.171928,35.344444,"641 Highway 24 & 27 E","","Albemarle","NC","28001","","STANLY" 
"Speedway 6952",-80.023811,35.984016,"2201 N Main St","","High Point","NC","27262","7703","GUILFORD" 
"Speedway 6953",-80.03476,35.99868,"3010 N Main St","","High Point","NC","27265","1939","GUILFORD" 
"Speedway 6954",-80.000664,35.920746,"801 W Fairfield Rd","","High Point","NC","27263","1605","GUILFORD" 
"Speedway 7926",-80.077477,35.875751,"407 Randolph St","","Thomasville","NC","27360","5122","DAVIDSON" 
